"GGBR4.SA.Open","GGBR4.SA.High","GGBR4.SA.Low","GGBR4.SA.Close","GGBR4.SA.Volume","GGBR4.SA.Adjusted"
8.49206256866455,8.70634937286377,8.36507892608643,8.60317420959473,4025196,5.68339395523071
8.77777671813965,8.94444370269775,8.66666603088379,8.84920597076416,15524460,5.84592485427856
8.80952262878418,8.94444370269775,8.68253898620605,8.74603080749512,12160386,5.77776622772217
8.88095188140869,9.42857074737549,8.82539558410645,9.36507892608643,22188348,6.18671989440918
9.2857141494751,9.39682483673096,9.12698364257812,9.30952262878418,12270762,6.15001916885376
9.35714244842529,9.58730125427246,9.31746006011963,9.31746006011963,12999168,6.15526247024536
9.53174591064453,9.55555534362793,9.36507892608643,9.50793552398682,11170026,6.28109455108643
9.60317420959473,10,9.47618961334229,10,22767948,6.6061577796936
10.3174600601196,10.3730154037476,10.0555553436279,10.1587295532227,14206500,6.71101713180542
10.1031742095947,10.4920625686646,10.0079355239868,10.3650789260864,12197556,6.84733629226685
10.396824836731,10.5476188659668,10.3888883590698,10.4761896133423,7545510,6.92073678970337
10.396824836731,10.4206342697144,10.0555553436279,10.3095226287842,14301504,6.81063556671143
10.3095226287842,10.619047164917,9.72222232818604,10.0079355239868,22365000,6.61140203475952
10.1507930755615,10.1507930755615,9.48412609100342,9.60317420959473,20072304,6.3440089225769
9.51587295532227,9.74603080749512,9.45238018035889,9.69841194152832,14972076,6.40692615509033
9.75396823883057,10.1111106872559,9.7380952835083,10.0714282989502,12475764,6.6533465385437
10.2619037628174,10.3571424484253,9.79364967346191,9.96825313568115,15931314,6.58518600463867
10.2777767181396,10.2936496734619,9.80158710479736,9.91269779205322,10341072,6.54848480224609
9.95238018035889,9.98412609100342,9.66666603088379,9.97618961334229,9220806,6.59043121337891
9.85714244842529,9.94444370269775,9.5238094329834,9.55555534362793,7828632,6.31255054473877
9.63492012023926,9.83333301544189,9.37301540374756,9.68253898620605,10006542,6.39644002914429
9.77777671813965,9.95238018035889,9.70634937286377,9.85714244842529,13925646,6.51178598403931
9.80158710479736,10.1904764175415,9.7380952835083,10.1031742095947,12491640,6.67431640625
10.0079355239868,10.0793647766113,9.7857141494751,10.0793647766113,18218970,6.65858745574951
10.1984119415283,10.2619037628174,9.84126853942871,9.84126853942871,6509916,6.50129699707031
10.0476188659668,10.1428565979004,9.72222232818604,9.7857141494751,9270450,6.46459865570068
9.92063426971436,9.92063426971436,9.5,9.70634937286377,9465372,6.41216850280762
9.75396823883057,9.95238018035889,9.6904764175415,9.92063426971436,7727328,6.5537281036377
10.0952377319336,10.2380952835083,10.0396823883057,10.2301578521729,9200898,6.75820589065552
10.3253955841064,10.6587295532227,10.3095226287842,10.5555553436279,16654050,6.97316741943359
10.5793647766113,10.6507930755615,10.2698411941528,10.4285707473755,12387438,6.88928174972534
10.4920625686646,10.7380952835083,10.4365072250366,10.6031742095947,16913232,7.0046238899231
10.5396823883057,10.8174600601196,10.3492059707642,10.6825389862061,19758816,7.05705595016479
10.5952377319336,10.6269836425781,10.4126977920532,10.5714282989502,9452394,6.98365306854248
10.6904764175415,10.8492059707642,10.5952377319336,10.6746034622192,8083152,7.05181264877319
10.7301578521729,10.9126977920532,10.6666660308838,10.8492059707642,11883312,7.1671576499939
10.7142848968506,10.7698411941528,10.3253955841064,10.4047613143921,14040936,6.87354946136475
10.5158729553223,10.7619037628174,10.0476188659668,10.1666660308838,14882994,6.71625900268555
10.0396823883057,10.3809518814087,9.96031665802002,10.2777767181396,11764746,6.7896614074707
10.5555553436279,10.7539682388306,10.5079355239868,10.5555553436279,13903974,6.97316741943359
10.5634918212891,10.6825389862061,10.3253955841064,10.3730154037476,15445206,6.85258054733276
10.4126977920532,10.619047164917,10.3412685394287,10.5952377319336,9704520,6.99938058853149
10.5952377319336,10.6984119415283,10.3412685394287,10.4047613143921,11718378,6.87354946136475
10.4206342697144,10.7301578521729,10.3333330154419,10.3333330154419,12598236,6.8263635635376
10.2380952835083,10.2936496734619,9.62698364257812,9.63492012023926,31114818,6.36498165130615
9.59523773193359,9.91269779205322,9.32539558410645,9.48412609100342,21141792,6.26536417007446
9.63492012023926,9.72222232818604,9.26984119415283,9.45238018035889,16505244,6.24439287185669
9.57936477661133,9.81746006011963,9.49206256866455,9.81746006011963,10855404,6.48557090759277
9.76190376281738,9.88095188140869,9.62698364257812,9.85714244842529,11156292,6.51178598403931
9.92063426971436,10.3730154037476,9.80952262878418,10.3730154037476,18422712,6.85258054733276
10.396824836731,10.4761896133423,10.1111106872559,10.1746034622192,10136700,6.7215051651001
10.2539682388306,10.2936496734619,9.79364967346191,9.79364967346191,18925074,6.46984052658081
9.64285659790039,10.0714282989502,9.37301540374756,10.0317459106445,11566674,6.62713050842285
9.86507892608643,9.91269779205322,9.19841194152832,9.31746006011963,14661990,6.15526247024536
9.20634937286377,9.48412609100342,8.86507892608643,9.31746006011963,18404694,6.15526247024536
9.30158710479736,9.45238018035889,9.01587295532227,9.08730125427246,12910842,6.00321674346924
9.11111068725586,9.20634937286377,8.70634937286377,8.84920597076416,9886842,5.84592485427856
8.65079307556152,8.79364967346191,8.49206256866455,8.7380952835083,11888226,5.7725248336792
8.76984119415283,8.85714244842529,8.5714282989502,8.73015785217285,11105010,5.76728105545044
8.80158710479736,8.90476131439209,8.6904764175415,8.77777671813965,7990668,5.79873704910278
8.84920597076416,8.84920597076416,8.43650722503662,8.49206256866455,8931384,5.60999202728271
8.46031665802002,8.7857141494751,8.41269779205322,8.64285659790039,9778482,5.70960807800293
8.70634937286377,8.72222232818604,8.43650722503662,8.5238094329834,9147474,5.63096475601196
8.51587295532227,8.73015785217285,8.5,8.65079307556152,6070680,5.71485090255737
8.75396823883057,8.95238018035889,8.37301540374756,8.45238018035889,12662748,5.58377695083618
8.5,8.53968238830566,8.21428489685059,8.30952262878418,9457812,5.48940229415894
8.16666603088379,8.5714282989502,8.0714282989502,8.37301540374756,10254006,5.53134822845459
8.42857074737549,8.46031665802002,8.10317420959473,8.21428489685059,11634336,5.42648696899414
8.22222232818604,8.26190376281738,7.8730149269104,7.96031713485718,13529502,5.25871276855469
7.81746006011963,7.90476083755493,7.5476188659668,7.55555486679077,22247820,4.99131965637207
7.65079307556152,7.79365015029907,7.46825313568115,7.5,17746470,4.95461988449097
7.53968191146851,7.69047594070435,7.45238018035889,7.63492012023926,10317888,5.04374885559082
7.53968191146851,7.57142782211304,7.34126901626587,7.43650722503662,15399090,4.91267538070679
7.50793600082397,7.63492012023926,7.29365015029907,7.38095188140869,11880540,4.87597465515137
7.47619009017944,7.61111116409302,7.42857122421265,7.57936477661133,15220422,5.0070481300354
7.76190376281738,7.79365015029907,7.60317420959473,7.66666603088379,10282230,5.06472158432007
7.61904716491699,7.83333301544189,7.60317420959473,7.80952310562134,9432990,5.15909481048584
7.81746006011963,7.90476083755493,7.70634889602661,7.7857141494751,12620538,5.14336633682251
7.8253960609436,7.88095188140869,7.55555486679077,7.68253898620605,9445842,5.07520818710327
7.70634889602661,7.93650722503662,7.69841194152832,7.77777719497681,11480238,5.13812351226807
7.8253960609436,8.03968238830566,7.8253960609436,7.97619009017944,10340820,5.26919841766357
7.96825313568115,7.96825313568115,7.53968191146851,7.5873007774353,19743066,5.01229190826416
7.47619009017944,7.51587295532227,7.25396776199341,7.4206337928772,17851050,4.90218877792358
7.36507892608643,7.5873007774353,7.34126901626587,7.39682483673096,10058454,4.88646078109741
7.39682483673096,7.46031713485718,7.18253898620605,7.29365015029907,7352226,4.81830072402954
7.38095188140869,7.64285707473755,7.34920597076416,7.59523820877075,14677866,5.0175347328186
7.72222185134888,7.85714197158813,7.70634889602661,7.7857141494751,13867056,5.14336633682251
7.80952310562134,7.98412609100342,7.57936477661133,7.91269779205322,10328472,5.22725296020508
7.98412609100342,8.0714282989502,7.60317420959473,7.63492012023926,15198246,5.04374885559082
7.74603080749512,7.98412609100342,7.69841194152832,7.9206337928772,21312018,5.23249673843384
8.01587295532227,8.2380952835083,7.89682483673096,8.21428489685059,15488298,5.42648696899414
8.17460346221924,8.30952262878418,7.97619009017944,8.11904716491699,15054354,5.36357116699219
6.5476188659668,7.57936477661133,6.5476188659668,7.14285707473755,29700594,4.71868562698364
7.38095188140869,7.71428489685059,7.24603080749512,7.5873007774353,23591736,5.01229190826416
7.53174591064453,7.53174591064453,7.19841194152832,7.46031713485718,17252046,4.92840385437012
7.44444417953491,7.8253960609436,7.3730149269104,7.80952310562134,17103240,5.15909481048584
7.84920597076416,7.92857122421265,7.66666603088379,7.66666603088379,13776966,5.06472158432007
7.66666603088379,7.85714197158813,7.5,7.57142782211304,10652670,5.00180435180664
7.56349182128906,7.73015785217285,7.52380895614624,7.57936477661133,9266040,5.0070481300354
7.57936477661133,7.57936477661133,7.57936477661133,7.57936477661133,0,5.0070481300354
7.76190376281738,7.9206337928772,7.70634889602661,7.88888788223267,9886968,5.21152591705322
7.84920597076416,7.88095188140869,7.55555486679077,7.57142782211304,13224582,5.00180435180664
7.62698411941528,7.75396776199341,7.46031713485718,7.55555486679077,12159126,4.99131965637207
7.65079307556152,7.73809480667114,7.55555486679077,7.5873007774353,11489814,5.01229190826416
7.52380895614624,7.63492012023926,7.43650722503662,7.49206304550171,6026706,4.94937562942505
